post_id,href,post_title,date,post,raw_company,raw_title,raw_yoe,raw_salary,raw_salary_total,raw_location,company,title,location,yoe,salary,salary_total
1128370,https://leetcode.com/discuss/compensation/1128370/Ola-Cabs-or-SDE-3-or-Pune,Ola Cabs | SDE 3 | Pune,2021/03/26,"Education: BTech in Computer Science From Tier 1 Institute(IITs/NITs)
Years of Experience: 5.5
Prior Experience: Unicorn startup in India
Date of the Offer: Mar 2021
Company: Ola
Title/Level: SDE 3
Location: Pune
Salary: 50L
Relocation/Signing Bonus: 2L
Stock bonus: 20L distributed over 4 years
(First year -> 10%, Second year -> 20%, Third year -> 30%, Fourth year -> 40%)
Bonus: 5L based on performance (10% of fixed pay)
Total comp (Salary + Bonus + Stock): 59L for first year
Benefits: Relocation Expenses Covered + 15 days stay
Other details: I rejected the offer mainly because of culture issues at Ola. They require their employees to work full day on Saturday's and measure the time spent by the employee in office. They also do not offer WFH benifits even in the current pandemic
Previous Compensation: 41LPA (37 LPA fixed, 4L performance based bonus)",ola,sde 3,5.5,50l,: 59l for first year,pune,ola,sde 3,pune,5.5,5000000.0,5900000.0
1291349,https://leetcode.com/discuss/compensation/1291349/SSE-at-Acalvio,SSE at Acalvio,2021/06/23,"Education: B.Tech tier 3
Years of Experience: Fresher
Prior Experience: Intern
Company: Crest Data System
Title/Level: Software Developer ((6 months)Intern + PPO)
Location: India
Salary: 600000
Relocation/Signing Bonus:0
Stock bonus:0
Bonus: 0
Other details: On campus
Graduation year : 2022",crest data system,software developer,fresher,600000,,india,crest data system,sde 1,india,0.0,600000.0,-1.0
1594718,https://leetcode.com/discuss/compensation/1594718/NUTANIX-or-MTS-4-or-Bengaluru,NUTANIX | MTS - 4 | Bengaluru,2021/11/25,"Education: B.Tech in CSE (Tier 3 College)
Years of Experience: 7 years
Current CTC : 21.5 L Base + 4 L Bonus LPA ~ 25.5 LPA (Big Investment Firm)
Date of the Offer: November 24th 2021
Company: Nutanix
Title/Level: MTS-4
Location: Bangalore
Basic Salary: ₹ 32.5 LPA(Without PF and Gratuity)
Stock bonus: Worth Around ₹ 56 L vested over 4 years
Joining Bonus: 2 L
Total comp (Salary + Bonus + Stock): ~48 lpa (Without PF and Gratuity)
Other Benefits: Cab(Uber/Ola-7000 INR/month,Mobile/Internet - 3300 INR /Month)
Had two competing offer:
VMWARE - 41L CTC (28L Base + 2.5 L Retieral + 3.36 L Bonus + Stock worth ₹ 28 L vested over 4 years)
Zscaler - 36 L CTC
Few Queries: (I would be glad if anyone here could help me)
1.Is Nutanix offer adequate as per my experience?
2. How's WLB(work life balance) @ Nutanix, bengaluru?
3. Vmware vs Nutanix current and future insights.
4. Is it worth to negotiate again with VMWare on Nutanix Offer?
*Will share the interview experience soon.",nutanix,mts-4,7 years,₹ 32.5,: ~48 lpa (without pf and gratuity),bangalore,nutanix,mts 4,bangalore,7.0,3250000.0,4800000.0
1548673,https://leetcode.com/discuss/compensation/1548673/Salesken-or-SDE-1-or-Bengaluru-India,"Salesken | SDE-1 | Bengaluru, India",2021/10/30,"Education: B.Tech in CSE from Tier 2 College
Years of Experience: 2
Prior Experience: Service Based Company
Prev Compensation: Rs. 12 LPA (all fixed)
Date of the Offer:Aug 2021
Company: Salesken
Title/Level: SDE-1
Location: Bengaluru, India
Salary: Rs. 2200000 ( 22 LPA )
Relocation: 0
Signing Bonus:0
Stock bonus: 0
Bonus: Performance-based bonus up to 10% of salary every year
Total comp (Salary + Bonus + Stock): ~ 24.2 LPA
Benefits: Mobile Bill Reimbursement: Upto Rs 14,400, Internet Reimbursement: Upto Rs 14,400, Fuel Reimbursement & Vehicle Maintenance: Rs 21,600
Other details: Was given 2 days to accept or decline the offer.",salesken,sde-1,2,rs. 2200000,: ~ 24.2 lpa,"bengaluru, india",salesken,sde 1,bangalore,2.0,2200000.0,2420000.0
1269419,https://leetcode.com/discuss/compensation/1269419/Disney%2BHotstar-or-SDE-1-or-Gurugram-India,"Disney+Hotstar | SDE 1 | Gurugram, India",2021/06/13,"Education: B.E. in Computer Engineering
Years of Experience: 0
Prior Experience: 2 internships
Date of offer: June, 2021
Company: Disney+Hotstar
Title: Software Development Engineer - 1
Location: Gurugram, India
Base Salary: Rs. 16.5 LPA
Signing Bonus: Rs. 2,00,000 (with a clause of one year)
Stock bonus: $3300 over 3 years
Bonus: 1.5L
Total comp 1st year(Salary + Bonus + Stock) ~ Rs. 20.8 LPA
Benefits: Insurance
Other details: Off-campus offer",disney,software development engineer - 1,0,rs. 16.5 lpa,1st year(salary + bonus + stock) ~ rs. 20.8 lpa,"gurugram, india",disney,sde 1,delhi,0.0,1650000.0,2080000.0
601264,https://leetcode.com/discuss/compensation/601264/Amazon-or-SDE-1-or-Bangalore,Amazon | SDE 1 | Bangalore,2020/04/28,"Education: B.Tech in CS from NIT/NSIT/DTU
Years of Experience: 2 yrs
Prior Experience: Software engineer at product company
Date of the Offer: Apr 2020
Company: Amazon
Title/Level: SDE 1
Location: Bangalore
Salary: 17,00,000
Relocation/Signing Bonus: 5.5 lacs 1st year, 3.5 lac 2nd year
Stock bonus: 10 units (24000$) 5, 15 40 40 split
Bonus:
Total comp (Salary + Bonus + Stock): 23.5 lac first year
Benefits:
Other details: Recruiter did not negotiate. I didnt have any competing offers so accepted this.
Interview exp: 1 HM round completely LP. Bar raiser coding + lp. 2 more coding rounds.
Standard coding questions were asked. Mostly dp and arrays.",amazon,sde 1,2 yrs,"17,00,000",: 23.5 lac first year,bangalore,amazon,sde 1,bangalore,2.0,1700000.0,2350000.0
1562071,https://leetcode.com/discuss/compensation/1562071/ServiceNow-or-Software-Engineer(IC2)-or-Hyderabad,ServiceNow | Software Engineer(IC2) | Hyderabad,2021/11/06,"Education : B.Tech from Tier 3 Engineering College
Y.O.E : 2 Years 5 Months
Prior Experience : Service based MNC (8 LPA here)
Date of Offer : 1st Nov, 2021
Company : ServiceNow
Title/Level : Software Engineer IC2
Location : Hyderabad
Base Salary : 16,00,000 INR Per Annum
Variable Pay : 10% of Base (1.6 L INR for first year | 50% for 6 months)
Relocation/Signing Bonus : NA
Stock Bonus : 35,000 USD (Vested over 4 years | 25% each year)
Total Compensation (For first year, Base + Bonus + Stock (25%)) : 16+1.6+6.5 = 24,00,000 L approx.. (Pre Tax :D, in hand it will come to around 19 LPA)
Workstation : Macbook Pro (i9 8th gen, 32 GB, 1TB SSD)
Note: Had 2 competing offers",servicenow,software engineer ic2,,"16,00,000 inr per annum","(for first year, base + bonus + stock (25%)) : 16+1.6+6.5 = 24,00,000 l approx.. (pre tax :d, in hand it will come to around 19 lpa)",hyderabad,servicenow,n/a,hyderabad,-1.0,1600000.0,2400000.0
557930,https://leetcode.com/discuss/compensation/557930/Siemens-Heathineers-or-Software-Developer-LV10-or-Bengaluru-India,"Siemens Heathineers | Software Developer LV10 | Bengaluru, India",2020/03/31,"Education: B.Tech ECE 2020 from a mid-tier NIT
Years of Experience: 0
Prior Experience: 2 internships
Date of the Offer: January, 2020
Company: Siemens Healthineers
Title: Software Developer (Position Level 10)
Location: Bengaluru, India
Salary: INR 1,600,000
Joining Bonus: INR 200,000
Retention Bonus: INR 800,000 (payable after 4 years)
Stock Bonus: NA
Total Compensation: INR 2,600,000
First Year Compensation: INR 1,800,000
Other Details: This was an off-campus opportunity.",siemens healthineers,software developer,0,"inr 1,600,000",": inr 2,600,000","bengaluru, india",siemens healthineers,sde 1,bangalore,0.0,1600000.0,2600000.0
1532120,https://leetcode.com/discuss/compensation/1532120/MakeMyTrip-or-SSE-1,MakeMyTrip | SSE 1,2021/10/21,"Education: B.Tech from a tier 3 college
Years of Experience: 2+
Prior Experience: Work in a Palo Alto/Fortitnet competitor
Company: MakeMyTrip
Title/Level: SDE 1
Location: Bangalore
Salary: 20 LPA
Relocation/Signing Bonus: 2 Weeks hotel + flight costs
Bonus: Joining bonus depending on when I join
Total comp (Salary + Bonus + Stock): 20 LPA
Benefits: Health insurance, employee discount on bookings
Other details: 66% more over previous comp",makemytrip,sde 1,2+,20 lpa,: 20 lpa,bangalore,makemytrip,sde 1,bangalore,2.0,2000000.0,2000000.0
818310,https://leetcode.com/discuss/compensation/818310/EA-Games-or-SE3-or-Hyderabad,EA Games  | SE3 | Hyderabad,2020/08/29,"Education:.M.Tech from NiT
Years of Experience:7years
Prior Experience: Industrial Conglomerate
For experienced engineer, what's your current and past experience?
Date of the Offer: August 2020
Company: EA Games Hyderabad
Title/Level: Software engineeer 3
Location: Hyderabad , India
Salary: 30 lacs, ( CTC) including 15% Bonus
Relocation/Signing Bonus: N/A
Stock bonus: 40k $ , vesting in 3 years
Bonus: 15%
Total comp (Salary + Bonus + Stock): 30,00,000+ 2,840,000/3 = ~ 3,945,000
Benefits: Reimbursement on Game Purchases, Gym
Other details:",ea games hyderabad,software engineeer 3,7years,"30 lacs,",": 30,00,000+ 2,840,000/3 = ~ 3,945,000","hyderabad , india",ea games,n/a,hyderabad,7.0,3000000.0,3945000.0
1496682,https://leetcode.com/discuss/compensation/1496682/Microsoft-or-SWE1-(Grad-2022)-or-India,Microsoft | SWE1 (Grad 2022) | India,2021/10/01,"Education: Pursuing BTech in Computer Science
Years of Experience: 0 (Entry Level)
Date of the Offer: September 2021
Company: Microsoft
Title/Level: Software Engineer I
Location: Hyderabad, India
Salary: ₹14 LPA
Signing Bonus: ₹5Lac
Stock bonus: $30,000 vested over 4 years
Bonus: Performance - based bonus up to 20% of salary every year
Cash Based Benefits : ₹1.78 Lac Approx.
Total comp (Salary + Bonus + Stock): ~ ₹46Lac (CTC)
First Year CTC : ~ ₹29Lac
Benefits: Standard Microsoft Benefits",microsoft,software engineer i,0,₹14 lpa,: ~ ₹46lac (ctc),"hyderabad, india",microsoft,sde 1,hyderabad,0.0,1400000.0,4600000.0
598827,https://leetcode.com/discuss/compensation/598827/Microsoft-or-SDE-1-60-or-Bangalore,Microsoft | SDE 1 - 60 | Bangalore,2020/04/26,"Education: B.Tech in CS from Tier 1 college
Years of Experience: 3.5
Date of the Offer: 23 April 2020
Company: Microsoft
Title/Level: SDE 1 Level 60
Location: Bangalore
Salary: 18,00,000 INR
Relocation/Signing Bonus: 70,000 INR relocation + flights + 1 month hotel . 2,00,000 INR Joining bonus over 2 years
Stock bonus: $16000 ( 4 years, 25% each )
Bonus: 20% performance bonus
Total comp (Salary + Bonus + Stock): 22,00,000 INR
Benefits: standard medical, life insurance
Other details: Did not entertain negociation. Maybe cuz one of the interviews didnt go super. Had better offer but from smaller company still went with this.",microsoft,sde 1 level 60,3.5,"18,00,000 inr",": 22,00,000 inr",bangalore,microsoft,sde 1,bangalore,3.5,1800000.0,2200000.0
1158640,https://leetcode.com/discuss/compensation/1158640/Oracle-(OCI)-PMTS-India-need-suggestions,Oracle (OCI) - PMTS - India - need suggestions,2021/04/15,"Education: B. Tech in CSE
Years of Experience: 6
Prior Experience: SDE 3 @ top 4 firm
Date of the Offer: Q1 2021
Company: Oracle
Title/Level: PMTS - IC4
Location: Hyderabad, India INR
Salary: 70,00,000 INR
Relocation/Signing Bonus: 24,00,000 INR (signing bonus)
Stock bonus: 2500 units = $45k per yr for 4 years
Bonus: N/A
Total comp (Salary + Bonus + Stock): 102L INR
Benefits: Standard Oracle benefits
Other details: Current TC is ~90L
Would like to hear the thoughts of the community on this.
I know it looks like a good offer, but think from 2 perspectives -
There is not a huge bump being offered over my current comp
I am concerned about OCI. I've worked with only the top 4 firms so far so also worried that this might be a step down on my profile.
lol downvoters, can you explain why you are downvoting the post? What can OP do to help improve this?",oracle,pmts - ic4,6,"70,00,000 inr",: 102l inr,"hyderabad, india inr",oracle,ic4,hyderabad,6.0,7000000.0,10200000.0
1179856,https://leetcode.com/discuss/compensation/1179856/Zomato-or-SDE-1-or-Gurgaon,Zomato | SDE 1 | Gurgaon,2021/04/28,"Education: Tier-3 college  B.Tech computer science
Years of Experience: 1 
Prior Experience:
   GSoC 
  internship + FTE in service based company
Date of the Offer: october, 2020
Company: Zomato
Title/Level: SDE - 1
Location: Gurgaon
Salary: 12 Lakhs 
Retentiion Bonus: 5 Lakhs over 2 years
Total comp (Salary + Bonus + Stock): 14.5 Lakhs
Benefits: no benefits as such",zomato,sde - 1,1 prior experience,12 lakhs retentiion,: 14.5 lakhs,gurgaon,zomato,sde 1,delhi,1.0,1200000.0,1450000.0
1650735,https://leetcode.com/discuss/compensation/1650735/Wipro-or-Analyst-or-Bangalore,Wipro | Analyst | Bangalore,2021/12/27,"Education: B.Tech in IT from Tier 3 College
Years of Experience: 0
Prior Experience: Fresher
For fresh grad, any related Internship/coop experience? N/A
Date of the Offer: 2021
Company: Wipro
Title/Level: Analyst
Location: Bangalore
Salary: 3,90,000/-
Relocation/Signing Bonus: 0
Stock bonus: NA
Bonus: NA
Total comp (Salary + Bonus + Stock): 3,90,000/-
Benefits: Medical insurance",wipro,analyst,0,"3,90,000/-",": 3,90,000/-",bangalore,wipro,analyst,bangalore,0.0,390000.0,390000.0
1084059,https://leetcode.com/discuss/compensation/1084059/Bloomreach-MTS,Bloomreach - MTS,2021/02/26,"Education: BTech in Computer Science
Years of Experience: 2.7
Company: Bloomreach
Title/Level: MTS
Location: Bangalore (Full Remote Also Allowed)
Salary: 2,500,000 INR
PF/Gratuity: ~210,000 INR
Signing Bonus: 100,000 INR
Bonus: Performance-based bonus ( 250,000 INR )
Benefits: 273,000 INR
Stocks: 1850 units (4 year vested)
Total comp : ~3,200,000 INR + (1850 units /4) each year + 100,000 INR",bloomreach,mts,2.7,"2,500,000 inr",": ~3,200,000 inr + (1850 units /4) each year + 100,000 inr",bangalore,bloomreach,mts 1,bangalore,2.7,2500000.0,-1.0
1660190,https://leetcode.com/discuss/compensation/1660190/Amazon-or-SDE-2-or-Hyderabad,Amazon | SDE 2 | Hyderabad,2022/01/01,"Education: B.Tech from tier 1 college
Years of Experience: 6+
Company: Amazon
Title/Level: SDE2 (L5)
Location: Hyderabad
Salary: INR 45,00,000
Signing Bonus: INR 21,00,000 first year. INR 16,00,000 second year.
Stock bonus: 67K USD 4 years
Total comp (Salary + Bonus + RSUs): ~72 LPA
Benifits: Amazon benefits
Other details : Negotiated with multiple competing offers.",amazon,sde2,6+,"inr 45,00,000",: ~72 lpa,hyderabad,amazon,sde 2,hyderabad,6.0,4500000.0,7200000.0
1742331,https://leetcode.com/discuss/compensation/1742331/Cognizant-or-Analyst-or-Pune,Cognizant | Analyst | Pune,2022/02/03,"Education: B.Tech in IT from Tier 3 College
Years of Experience: 0
Prior Experience: 0
For fresh grad, any related Internship/coop experience? N/A
Date of the Offer: 2021
Company: Cognizant
Title/Level: Analyst
Location: Pune
Salary: 3,90,000/-
Relocation/Signing Bonus: 0
Stock bonus: NA
Bonus: NA
Total comp (Salary + Bonus + Stock): 3,90,000/-
Benefits: Medical insurance",cognizant,analyst,0,"3,90,000/-",": 3,90,000/-",pune,cognizant,analyst,pune,0.0,390000.0,390000.0
1434948,https://leetcode.com/discuss/compensation/1434948/MindTickle-or-Software-Development-Engineer-I-or-BackEnd-or-Pune,MindTickle | Software Development Engineer - I | BackEnd | Pune,2021/08/30,"Education: B.Tech (CSE) - Tier 1 Insitute
Year of Graduation: 2022
Mode of Applying : On Campus Placements
Date of Offer: Aug 2021
Company: MindTickle
Title/Level: Software Development Engineer - I
Team : Back-End
Location: Pune
CTC : 25.5 LPA + 600 ESOPS
Base : 17.5 LPA
Joining Bonus : 1L
Relocation: Flight Fare + 35K INR (Travel) + 7 Days Accomodation
Retention Bonus : 7L (2.8L after first year and 4.2L after second)
Benefits : Medical Insurance + Term Life Insurance + Food + Paid Outings + Flexible Work Hours",mindtickle,software development engineer - i,,17.5 lpa,,pune,mindtickle,sde 1,pune,-1.0,1750000.0,-1.0
834349,https://leetcode.com/discuss/compensation/834349/ION-Group-or-Software-Developer-or-Noida,ION Group | Software Developer | Noida,2020/09/07,"Education: B.E. Computer Science - Tier 1
Years of Experience: 0
Company: ION Group
Title/Level: Software Developer
Location: Noida
Salary: 1050000
Relocation/Signing Bonus: 50,000
Stock bonus: 0
Total comp (Salary + Bonus + Stock): Rs 1250000
Benefits: 150000 + others not part of CTC",ion group,software developer,0,1050000,: rs 1250000,noida,ion group,sde 1,delhi,0.0,1050000.0,1250000.0
1122311,https://leetcode.com/discuss/compensation/1122311/Rivigo-SDE2,Rivigo -SDE2,2021/03/22,"Education: B.Tech
Years of Experience: 3.8
Prior Experience: SSE at startup
Date of the Offer: Dec 2020
Company: Rivigo
Title/Level: SDE-2
Location: Gurgaon
Salary: INR 29,00,000
Retention Bonus: INR 1,00,000
Total comp (Salary + Bonus + Stock): INR 30,00,000
Benefits: Health Insurance and many others",rivigo,sde-2,3.8,"inr 29,00,000",": inr 30,00,000",gurgaon,rivigo,sde 2,delhi,3.8,2900000.0,3000000.0
1581659,https://leetcode.com/discuss/compensation/1581659/OCI-or-SMTS-(IC3)-or-October-'21,OCI | SMTS (IC3) | October '21,2021/11/17,"Education: MTech (Tier 1)
Years of Experience: 5+
Date of the Offer: Nov 2021
Company: Oracle
Title/Level: Senior Member of Technical Staff
Location: Bengaluru, India
Salary: ₹ 43,00,000
Signing Bonus: 3L on joining + 3L after 18 months
Stock bonus: 1000 RSUs (96k USD vested on 4 years)
Total comp (Salary + Bonus + Stock): ₹ 63-64 lacs
Benefits: Standard",oracle,senior member of technical staff,5+,"₹ 43,00,000",: ₹ 63-64 lacs,"bengaluru, india",oracle,mts 2,bangalore,5.0,4300000.0,6400000.0
1709495,https://leetcode.com/discuss/compensation/1709495/Rakuten-or-SWE-or-Bangalore,Rakuten | SWE | Bangalore,2022/01/22,"Education: BE in Computer Science
Years of Experience: 7 months
Prior Experience: Service based
Company: Rakuten India
Title/Level: SWE-I
Location: Bangalore, India
Salary: 12LPA
Relocation/Signing Bonus: 1Lakh
Stock bonus: None
Bonus: 1 LPA
Total comp (Salary + Bonus + Stock): 14 LPA
Benefits: None
Other details:
Perks - Free food, free transportation, medical insurance",rakuten india,swe-i,7 months,12lpa,: 14 lpa,"bangalore, india",rakuten,sde 1,bangalore,0.5833333333333334,1200000.0,1400000.0
584759,https://leetcode.com/discuss/compensation/584759/InMobi-or-SDE2-or-Bangalore-or-2019,InMobi | SDE2 | Bangalore | 2019,2020/04/18,"Education: MTech from Tier 1 College
Years of Experience: 3
Prior Experience: SDE 2 at Flipkart
Date of the Offer: Oct 10, 2019
Company: InMobi
Title/Level: SDE II
Location: Bangalore, India
Salary: Rs 30,00,000
Joining Bonus: Rs 4,00,000 (over 2 years)
Stocks / RSU: 300 units over 4 years
Other Benefits: Rs 2,72,000 (PF, Gratuity, Insurance, Meals)
Total comp (Salary + Bonus + Other Benefits): Rs 36,72, 000",inmobi,sde ii,3,"rs 30,00,000",": rs 36,72, 000","bangalore, india",inmobi,sde 2,bangalore,3.0,3000000.0,3672000.0
1148692,https://leetcode.com/discuss/compensation/1148692/Samsung-or-Software-Engineer,Samsung | Software Engineer,2021/04/08,"Education: B.Tech
Years of Experience: 2+
Prior Experience: No
Company: Samsung
Title/Level: Software Engineer
Location: India
Salary: 20LPA
Total comp (Salary + Bonus): 20 LPA
Benefits: Snacks, Discount coupon on Samsung products.
Other details : Rejected moving to startup",samsung,software engineer,2+,20lpa,: 20 lpa,india,samsung,sde 1,india,2.0,2000000.0,2000000.0
1497775,https://leetcode.com/discuss/compensation/1497775/Intuit-or-Software-Engineer-1-or-2021,Intuit | Software Engineer - 1 | 2021,2021/10/02,"Education: B. Tech. from Tier 1/2 College(DTU/NSUT/IIITD)
Years of Experience: 0 (Fresher)
Prior Experience:
Internships at startup and a MNC
Date of the Offer: August, 2021
Company: Intuit
Title/Level: Software Engineer - 1
Location: Bangalore
Salary: 1500000 (including PF)
Relocation/Signing Bonus: Relocation assistance provided, 300000 joining bonus
Stock bonus: $18k vested over 4 years
Bonus: 150000 (Performance based)
Total comp (Salary + Bonus + Stock): 2285000 for first year and 1985000 going ahead
Benefits: NPS Contribution, Health insurance, wellness reimbursements and standard intuit benefits
Other details:",intuit,software engineer - 1,0,1500000,: 2285000 for first year and 1985000 going ahead,bangalore,intuit,sde 1,bangalore,0.0,1500000.0,1985000.0
487536,https://leetcode.com/discuss/compensation/487536/Flipkart-or-SDE3-or-Bangalore,Flipkart | SDE3 | Bangalore,2020/01/22,"Education: BTech from IIT
Years of Experience: 7.5
For experienced engineer, what's your current and past experience? Currently lvl 62 in Microsoft
Date of the Offer: 22 Jan 2020
Company: Flipkart
Title/Level: SDE3
Location: Bangalore
Salary: 42,00,000 INR
Relocation/Signing Bonus: 0
Stock bonus: 593027 per year (257 units over 4 years, 130 USD per unit)
Bonus: 630000 (15% of base)
Total comp (Salary + Bonus + Stock): 54,23,000 INR
Benefits: PF + Gratuity
Other details: Rejected. Offered less than current yearly and total compensation",flipkart,sde3,7.5,"42,00,000 inr",": 54,23,000 inr",bangalore,flipkart,sde 3,bangalore,7.5,4200000.0,5423000.0
860730,https://leetcode.com/discuss/compensation/860730/Dell-or-Software-Engineer-or-Bangalore,Dell | Software Engineer | Bangalore,2020/09/23,"Education: Btech in Information Technology from Tier - 3 institute
Year of Experience: None
Branches Allowed: CSE, IT, ECE, EEE
Prior Experience: None
Date of offer: August, 2020
Company: Dell
Title: Software Engineer
Location: Bangalore
Basic Salary : 3,22,223
Allowances : 4,83,334
Base Salary : (Basic + Allowances) - 8,05,557
Target Variable Incentives: 40,278
Provident Funds: 38,667
Gratuity: 15,499
Total Compensation: (Salary + Bonuses + Allowances + Incentives) = 10 LPA",dell,software engineer,,"3,22,223",: (salary + bonuses + allowances + incentives) = 10 lpa,bangalore,dell,sde 1,bangalore,-1.0,322223.0,1000000.0
1641406,https://leetcode.com/discuss/compensation/1641406/Dream-11-or-SDE-3-or-India,Dream 11 | SDE 3 | India,2021/12/22,"Education: B.E from Tier-2 college
Years of Experience: 5+ yrs
Prior Experience: MNC
Date of the Offer: 2021
Company: Dream11
Title/Level: SDE-3
Location: Mumbai, India
Base Salary: INR 45,00,000
Signing Bonus: 7,00,000 INR
Stock bonus: ESOP INR 26,00,000
Bonus: 0
Proximity Allowance: 70% of rent after tax deductions
Total comp (Base + Bonus + Stock): INR 63,00,000",dream11,sde-3,5+ yrs,"inr 45,00,000",": inr 63,00,000","mumbai, india",dream11,sde 3,mumbai,5.0,4500000.0,6300000.0
361571,https://leetcode.com/discuss/compensation/361571/Zomato-or-SDE-1-or-Gurgaon-or-2019,Zomato | SDE-1 | Gurgaon | 2019,2019/08/18,"Education: B.E. Computer Engineering (Tier 1 Institute)
Years of Experience: 0 years
Prior Experience: Summer Intern at a Product Based company
Date of the Offer: 13 August 2019
Company: Zomato
Title/Level: Software Development Engineer - 1
Location: Gurgaon, India
Base Salary: 14,00,000
Retention bonus (6 months): 25,000
Retention bonus (12 months): 50,000
Retention bonus (18 months): 1,75,000
Retention bonus (24 months): 2,50,000
CTC (Salary + Bonus + Stock): 19,00,000
Benefits: Free food, insurance, ~30 annual paid leaves
Other details: Offered as a part of campus placements",zomato,software development engineer - 1,0 years,"14,00,000",,"gurgaon, india",zomato,sde 1,delhi,0.0,1400000.0,-1.0
1545814,https://leetcode.com/discuss/compensation/1545814/Expedia-or-SDE-2-or-Gurgaon-(India),Expedia | SDE-2 | Gurgaon (India),2021/10/28,"Education: B.Tech Tier 3
Years of Experience: 2+ Years (2019 batch)
Prior Experience: MNC Product Based
Company: Expedia
Title/Level: SDE-2
Location: Gurgaon
Salary: INR 26,50,000
Signing Bonus: INR 2,00,000
Stock bonus: $17500 (vested 25% over 4 years)
Total comp : 28.5L + Stocks
Benefits: Standard PF + Gratutity + Mobile Reimbursement
Other details: None",expedia,sde-2,2+ years,"inr 26,50,000",: 28.5l + stocks,gurgaon,expedia,sde 2,delhi,2.0,2650000.0,2850000.0
1447781,https://leetcode.com/discuss/compensation/1447781/Google-or-New-Grad-Software-Engineer-or-India,Google | New Grad Software Engineer | India,2021/09/06,"Education: Dual Degree from Tier-1 College
Years of Experience: 0
Prior Experience: 3 months summer internship at Google
Date of the Offer: August 2021
Company: Google
Title/Level: Software Engineer (L3)
Location: Bangalore (tentative)
Salary: INR 18L
Signing Bonus: INR 1.5L
Stock bonus: $32,500 over 4 years (~INR 8L Y1)
Performance Bonus: INR 2.7L (15% of base pay)
Total comp (Salary + Bonus + Stock + Benefits): ~32L INR
Benefits: Standard Google benefits (best in the industry)
Other details: Received PPO after summer internship which was secured offcampus last year.",google,software engineer,0,inr 18l,: ~32l inr,bangalore,google,sde 1,bangalore,0.0,1800000.0,3200000.0
876185,https://leetcode.com/discuss/compensation/876185/Amazon-or-QAE-or-Bangalore,Amazon | QAE | Bangalore,2020/10/03,"Education: B.Tech in E&TC
Years of Experience: 5
Prior Experience: Startup
Date of the Offer: July 2020
Company: Amazon
Title/Level: QAE II
Location: Bangalore, India
Salary: ₹22,50,000
Relocation: ₹1,50,000
Signing Bonus: ₹8,00,000 (1st yr) + ₹5,00,000 (2nd yr)
Stock bonus: worth ₹20,00,000 stock grant vested over 4 year
Benefits: General Amazon Benefits",amazon,qae ii,5,"₹22,50,000",,"bangalore, india",amazon,n/a,bangalore,5.0,2250000.0,-1.0
1540944,https://leetcode.com/discuss/compensation/1540944/Uber-or-Sde-2-or-India,Uber | Sde 2 | India,2021/10/26,"Education: B.Tech Tier 1
Years of Experience: 3.5
Prior Experience: Top Product based MNC
Date of the Offer: Oct 2021
Company: Uber
Title/Level: Software Engineer 2
Location: Banglore, India
Salary: 39L base + 2.5 PF
Sign on Bonus: 5L
Relocation Support: 2L
Stock bonus: 92k USD over 4 years
Bonus: 5L (can vary 0-2x as mentioned in offer letter)
Total comp (Salary + Bonus + Stock): ~70 (not sure whether I am eligible for yearly perf bonus, but recruiter still added this in comp)
Benefits: Standard Uber Benefits
Other details: Declined the offer as I didnt like the team, and manager seemed too desperate to hire me.",uber,software engineer 2,3.5,39l base,": ~70 (not sure whether i am eligible for yearly perf bonus, but recruiter still added this in comp)","banglore, india",uber,sde 2,bangalore,3.5,3900000.0,-1.0
1649066,https://leetcode.com/discuss/compensation/1649066/PayU-or-SDE-1-or-Bangalore,PayU | SDE-1 | Bangalore,2021/12/27,":
Education: B.Tech in Computer Science from Tier - 1
Years of Experience: 0
Prior Experience: Interned at a startup
Date of the Offer: Aug 2021
Company: PayU
Title/Level: Associate software engineer
Location: Bangalore
Salary: ₹ 17 lakh
Relocation: 0
Signing Bonus: ₹ 50 thousand
Stock bonus: ₹ 3.6 lakh stock grant vested over 3 years
Bonus: 0
Total comp (Salary + Bonus + Stock): ₹ 21 lakh
Benefits: Same as most other product based companies
Other details: No negotiation done.",payu,associate software engineer,0,₹ 17 lakh,: ₹ 21 lakh,bangalore,payu,sde 1,bangalore,0.0,1700000.0,2100000.0
1162906,https://leetcode.com/discuss/compensation/1162906/Zeta-or-SDE-2-or-Bangalore,Zeta | SDE 2 | Bangalore,2021/04/17,"Education: BE in Computer Science from tier 3 college
Years of Experience: 5
Prior Experience: Well known startups
Previous Comp: 25LPA
Date of the Offer: Feb 2021
Company: Zeta
Title/Level: SDE II
Location: Bangalore
Salary: INR 42,00,000
Relocation: 0
Signing Bonus: INR 2,00,000
Stock bonus: INR18L ESOPs (10%, 20%, 30%, 40% vested per year)
Bonus: 0
Total comp (Salary + Bonus + Stock): 4400000
Benefits: Zeta standard benefits, gadget allowance, WFH setup etc
Other details: Negotiated once, successfully (competing offers).",zeta,sde ii,5,"inr 42,00,000",: 4400000,bangalore,zeta,sde 2,bangalore,5.0,4200000.0,4400000.0
